id_perfil;edad;etnia;estado_civil;clase_social;religion;general_lifestyle;partido_politico;Auto_descripcion
ZSKGB2BL7IJ3HX5ODZND4M3LIA;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
MU3NWPRY73TANELQJA3HKZUAW4;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
WCD2P5P6WYOVMMXXQ2XLEA5YVY;No identificable ; No identificable ; Single, never married ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable;
2RYU7PITLR4ZC3BARJKLUP5YLY;No identificable ; Black or African American ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
YNK2NVDEGHRANVJBN4YWHAJ6PI;No identificable ; Hispanic or Latino ; Divorced ; No identificable ; No identificable ; Bohemianism ; No identificable ;# Affectionate, passionate, loving, romantic # Funny, humorous, amusing, witty #
DFDHVJ4LZDSR7BDUNCNJEYYHG4;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed #
MXKEBLJZ7DWVMJADPNRB3QB4DI;No identificable ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Amicable, amiable, affable, benevolent # Creative, inventive, imaginative, artistic # Kind, good-hearted, warm-hearted, sincere #
RMJ7R5NKMTNJDT2ZPGVSBP6WCU;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
TRJFPIIPJOFKLLK6QZ7MJEFBWQ;No identificable ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
YPEXI3EBB2HRX5QY7RFXI72SD4;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed #
7NB7Q76TIDOIQIGV2KLBL2NL2Y;12-17 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable ;# Creative, inventive, imaginative, artistic #
PO4XYTFQOEAPANXILXZITEYMI4;35-44 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
5TXVTJKHC3L22422P5N5KHEIYE;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; No identificable ; No identificable;
EJKI3WYFQJRIPH3YLQN54EFTI4;No identificable ; No identificable ; No identificable ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable;
HKP5YHXC5J43C5LLXU4XXGIH2U;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
363M5ZQTOZUIKR6S46OGV4ZIWU;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
B4UN3U3LQU2DZDISX43S2DV7DQ;No identificable ; White ; No identificable ; No identificable ; Catholic ; Traditional lifestyle ; No identificable;
HFGDGHGXLKAI3GFJ4HPYPMIAKQ;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
WBY4X6ELPQUVTUS3YNM2QKNMEU;12-17 years old ; Black or African American ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
JK2DJE5YAZRATAKI4O7KKSSV7E;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
HL4B7YT6Z42HECGQ3QELCGQAPI;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; No identificable ; No identificable;
I5LQYJ2E26XAHMU3MFWZSTJQWY;75 years or older ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
HH4XY6KIQKTLMXFCPPCKU4THJY;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; Muslim ; Traditional lifestyle ; No identificable;
M2D5LPZ4TR56ITCB6EOMI5ZAEE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
F5A5BQXGOBV4PVTMF4NC77VEXA;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
ARAVEKEYL5F7U43E6WQOWPY524;12-17 years old ; Black or African American ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
SXXRWNQNR6CYCVREGFYQ5LLUSQ;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
74IR5KMM7TBFA5NI2ELBNIRJQE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
SVJODL6XG34X4V25VXJZ2JQMFU;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed #
UFPF2GYDNLOEFBLZ332SWTQISY;35-44 years old ; Black or African American ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic # Amicable, amiable, affable, benevolent # Kind, good-hearted, warm-hearted, sincere #
JVH7UWMLZZKQNUBDBIVB63DVLU;No identificable ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
GMYCDFIFDRP73OYGNYM7YWJRII;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
L2OEQSFA4J6VQAPS3E6XJ5Q6OM;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
2PWPK7NFUPGC2BZA7NCAUALKOE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
CZA6WIYRJHPE3TQ5TV3XV3D23M;12-17 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No religion identity ; No identificable ; No identificable;
HHLDNQIG2CVXT2WHITKFF2TZRI;No identificable ; Black or African American ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
LLAJGCSSZUHFJPRBM3JAR4JZ6M;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
JJSFUV27FTP6KBCZL7KURUPR4A;No identificable ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
6ODJSD35ESOX75MDZHZDOA5CIY;No identificable ; No identificable ; No identificable ; No identificable ; Protestant/Other Christian ; No identificable ; No identificable;
DBMAS4V7BFLWEVFDQM7CCPWHH4;12-17 years old ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
SCFTCCQGQLVSMJIIQHBXUF6L6A;No identificable ; Other ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
PYBZWBXC26Y4YOT62SHR4ZUCKA;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
LBOXX5ELIW6M7DV2KZJM33SVHY;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
RMV4GCPIX7W6PHWXSMCHEE42K4;No identificable ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
YLJGYBMCDFHYRK6XVMNSQXU7EI;No identificable ; Hispanic or Latino ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure #
MDC6T2YP5KBDZWOI4QOJ7HV24A;12-17 years old ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
KRJ5XLU3AORLIQETRZYU57HCZE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
BPX44H2VOQYAXH6MANVY6EGKFA;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
SAHJEYX26K6H5UOD62VGTEVTSY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
3ULVGYJQ2SJG4TWLKRU57OVKME;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic # Amicable, amiable, affable, benevolent #
UX6BZ6PRLPDZQ5NF2UI2UUVV7I;No identificable ; White ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
BLJD2YKDLAJ4CKBUZ3QIS774EY;25-34 years old ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
ZDO5GT6LCBXSSGZLHQH4TPZ3LE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
SSZBWIUEUK4WU3HFFAOHI6LHHE;25-34 years old ; White ; Married or domestic partnership ; No identificable ; No identificable ; No identificable ; No identificable ;# Amicable, amiable, affable, benevolent #
XC7W2XWEMJAEWHSGQJKKL6JOUY;No identificable ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Reserved, conservative, quiet, conventional #
FX6QX7MVESHPEBXAL67OACTJPY;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
P6JSC2ZJ5G4W4UQH7NLNGFJPPE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
2Q2WKHS6JHQHE37XUOTBZGRUOA;12-17 years old ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
TBALQTBQOJLMSORJEXD2G2PFSM;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
WVGHA4ZAZ4WTCIHRFJG2XWXSDI;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
DL3T3TEVLQNL3FHKTPGALM6UAI;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
MVO3PWJOCG56EFINZ25BLW23XQ;No identificable ; No identificable ; No identificable ; No identificable ; No religion identity ; No identificable ; No identificable;
5V4EF36M3XEX2WTISCGA42WF3M;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
DMFNEO3YOOODJYRBGKP4DKCFW4;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; Protestant/Other Christian ; Traditional lifestyle ; No identificable;
Y6WMBCK6I4FAONAHB42GG42CNM;18-24 years old ; No identificable ; No identificable ; TOP-UPPERS ; No identificable ; No identificable ; No identificable;
YIVW2HJKVH5FPR7OZL5VBP6NQE;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent #
SKZTQ55OGTRIPE6W7U4BRRM4VQ;18-24 years old ; Other ; Single, never married ; No identificable ; Muslim ; Traditional lifestyle ; No identificable ;# Reserved, conservative, quiet, conventional # Tense, nervous, high-strung, excitable #
XLEGHHIJOB2EY2DECHDNPQU4SI;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; Other ;# Amicable, amiable, affable, benevolent # Creative, inventive, imaginative, artistic # Sociable, friendly, cheerful, likeable #
